idFrame,name,description
1159,Temporary_transfer_scenario,"In this scenario, the #Theme begins in possession of the #Lender and ends up in the possession of the #Borrower, with the expectation that the #Borrower will return the #Theme after a #Duration of time.  "
680,Terms_of_agreement,"A condition that is set out in an #Agreement imposes #Requirements on a #Party or parties, with respect to some #Regulated_entity. If the conditions are not met, the #Agreement as a whole ceases to be valid or, more specifically, a #Desired_state_of_affairs cannot occur. (The #Desired_state_of_affairs typically is an interaction between the parties that benefits one or both sides.)


<ex>Breach of contract occurs where one of the parties fails to perform any one of the [contract|Agreement] [terms|Target] .</ex>
<ex>Breach of contract occurs where one of the parties fails to perform any one of the contract [[terms|Target]|req] .</ex>

<ex>[What|req] <m>are</m> [your|par] [conditions|Target] [for a peaceful settlement?|Desired_state_of_affairs]</ex>

<ex>Please read [our|par] [Conditions|Target] [of Sale|des] carefully</ex>
<ex>Please read our [[Conditions|Target]|req] of Sale carefully</ex>

<ex>We will verify compliance with the [financial|reg] [terms|Target] [of the contract|Agreement].</ex>
<ex>We will verify compliance with the financial [[terms|req]|Target] of the contract.</ex>

<ex>The Engineering Division has violated the [seniority|reg] [provision|Target] [of the collective bargaining agreement.|Agreement]</ex>
<ex>The Engineering Division has violated the seniority[ [provision|req]|Target] of the collective bargaining agreement.</ex>"
790,Terrorism,"A #Terrorist commits a violent or otherwise harmful #Act upon a #Victim in order to coerce or terrorize a government or populace. The #Act may be committed in particular for political or ideological reasons, and is often directed at civilians, as opposed to government or military officials. It is most often in violation of one or many laws.

<ex>[Their|Terrorist] [[terrorism|Target]|Act] [against civilians|Victim] will not be tolerated.</ex>"
272,Text,"A #Text is an entity that contains linguistic, symbolic information on a #Topic, created by an #Author at the #Time_of_creation.  It may be a physical entity that is made of a certain #Material etc.  It may be constructed for a #Beneficiary.

<ex>[It|Text] was a good [book|Target].</ex>"
253,Text_creation,"An #Author creates a #Text, either written, such as a letter, or spoken, such as a speech,  that contains meaningful linguistic tokens, and may have a particular #Addressee in mind.  The #Text may include information about its topic, although the latter is not an FE in this frame.

<ex>[I|Author] [penned|Target] [a letter concerning racism|Text]  [to Congress|Addressee].</ex>
<ex>[The brothers|Author] [said|Target] [not two words|Text] [to each other|Addressee].</ex>
<ex>[Jot|Target] [any notes you need|Text] [below the line|Place] [in red pen only|Manner].</ex>"
87,Theft,"These are words describing situations in which a #Perpetrator takes #Goods from a  #Victim or a #Source. The #Means by which this is accomplished may also be expressed.

<ex>I can't believe [he|Perpetrator] [pickpocketed|Target] [my gold watch|Goods] !</ex>
<ex>[I|Perpetrator] had to [pilfer|Target] [from the office|Victim] [just to get by|Purpose] . [INI|Goods]</ex>
<ex>[Snatching|Target] [purses|Goods] [from little old ladies|Source] is not a living . [CNI|Perpetrator]</ex>


"
1044,Thermodynamic_phase,"This frame describes the attributes of a thermodynamic #Phase of #Matter.
<ex></ex>
<ex>The [molten|Phase] [state|Target][of the lava|Matter].</ex>"
1558,Threatening,Threatening
797,Thriving,"An #Entity is in a state such that it participates in a preponderance of states and events which are desirable for it. For living entities, this may entail a proliferation of instances of the entity, or of desirable properties associated with the (single) entity. For non-living entities (economies, political locales, academic topics, etc.), this entails a proliferation of instances, or of activities that lead to instances, or any attribute that would prevent the entity from disappearing. This state is conceived of as temporary, or at least contingent on a number of changeable factors. Words expressing the opposite state, i.e., a lack of such positive activity, are also in this frame.

<ex>[In the 1920s|tim] [the peach industry|ent] [flourished|Target] [in Upson County|pla].</ex>

<ex>[Construction companies|ent] [thrive|Target] [on public projects|cir].</ex>"
422,Thwarting,"In this frame a #Preventing_cause interferes with the ability of a #Protagonist to complete an intended #Action. The #Protagonist may not be mentioned in the sentence, in which case the #Action is an endeavor that an individual or group of individuals hopes to accomplish. In this frame it is necessary that the #Protagonist is unable to successfully complete the #Action.

<ex> [Noriega's troops|Preventing_cause] [foiled|Target] [a coup attempt|Action]. </ex>
<ex> [He|Preventing_cause] [prevented|Target] [her|Protagonist] [from running away|Action]. </ex>
<ex> [He|Protagonist] was [foiled|Target] [in his attempt to overthrow the government|Action]. </ex>"
954,Timespan,"The words in this frame describe a period of time, as opposed to a point in time.

<ex>The [best|Descriptor] [time|Target] [of year|Whole] [for planting|State] tends to be fairly regular.</ex>
"
1186,Timetable,"A #Timetable of #Events is a mental object deliberately created, modified or kept by a #Cognizer. The #Timetable is often modified by an adjective depicting a #Period_of_iterations or a dependent noun expressing the #Events of the #Timetable.

Note that this frame does not include the physical representation of a timetable.

<ex></ex>
As of now this frame does not have an inheritance relationship, but in the future a *Mental_object frame will be developed from which Timetable will inherit.
<ex></ex>

<ex>Changes to [an employee's|Cog] [work|Events] [[schedule|tt]|Target] should generally be approved prior to the change actually occuring.</ex>

<ex>[The science students|Cog] <m>had</m> [very full|Descriptor] [[timetables|tt]|Target]; these consisted mainly of lectures, with some lab sessions and problem classes or tutorials.</ex>"
1004,Time_period_of_action,"LUs in this frame denote a period of time in which an #Action is possible or required.  The #Duration of this time period can be either exact or inexact.  An #Agent who performs the #Action may also be mentioned.
<ex>Allow a [three-day|Duration] [window|Target] [for delivery|Action].  [DNI|Agent]</ex>"
349,Time_vector,"An #Event is identified as occurring at a particular #Distance and in a particular #Direction from a #Landmark_event.   The lexical units incorporate the #Direction and, in some cases, the #Landmark_event.
This frame builds on the Direction frame, further specifying the Domain as Time.
This frame will receive some of the lexical units currently found in Relative_time.

<ex> [Tell me that|Event] [a week|Distance] [[from|Target]|Direction] [now|Landmark_event]. </ex>
<ex> [Some twelve months|Distance] [[after|Target]|Direction] [I had graduated|Landmark_event], [I had my first job interview|Event]</ex>"
945,Tolerating,"The words in this frame describe an #Experiencer's feelings of tolerating with respect to some #Content. An #Explanation for the toleration may also be expressed.  Although the #Content may refer to an actual, current state of affairs, quite often it refers to a general situation which causes the emotion.

<ex> [He|Experiencer] could not [tolerate|Target] [the smell of coconut|Content] . </ex>"
1145,Tool_purpose,"A living entity intends a #Tool to be able to fulfill a generic #Purpose.  The material from which the tool is created can be something natural or something manmade, including another tool.

<ex>The [use|Target] [of a saw|Tool] <m>is</m> [to cut down trees|Purpose].</ex>"
343,Topic,"A stretch of linguistic discourse or a #Text that a #Communicator produces has a #Topic that it is about.

<ex>[Chapter 5|Text] [discusses|Target] [the issue of transubstantiation|Topic].</ex>
<ex>[Smither's essay|Text] is [about|Target] [plane spotting|Topic].</ex>
<ex> [Ostrovsky|Communicator] [addresses|Target] [monetary policy|Topic] [in Chapter 5|Text].</ex>
<ex>[This book|Text] is [mostly|Degree] [about|Target] [particle physics|Topic].</ex>"
849,Touring,"A #Tourist experiences an #Attraction, a location with a unique history or other societally recognized individual character, with the goal of seeing and learning about it. Typically, the #Attraction has a source of information about the #Attraction--a guide, pamphlets, or displays.

<ex>[We|Tourist] [toured|Target] [the Grand Canyon|Attraction].</ex>
"
1228,Tourism_scenario,"It represents in a general way the essential human activity in which the main actor is a #Tourist who is interested in visiting or enjoying either an #Attraction or a #Place. Different reasons may lead to tourism such as entertainment, business, events and education."
1226,Tourism_scenario_departure,"The #Tourist leaves an #Origin with the aim of arriving at her #Destination, that is, generally, the place where she resides. To make it happen, it is necessary that the #Tourist ends her stay at the #Origin."
1227,Tourism_scenario_preparation,"The #Tourist wants to know more about the region where the touring will happen. Different information is searched, as the local attractions, cuisine, health insurance, documentation need, weather forecasts, transit and security. Besides, ticket purchases, hotel booking or even travel packages can be chosen, including both the traveling and lodging options. These issues can be regarded as the planning of the #Touristic_Activity."
1225,Tourism_scenario_stay,"Many reasons make the #Tourist have a touristic experience during the stay at a #Place: attractions, events, religion, business, studying, adventure, etc. During the period of stay, these motivations are achieved. The #Tourist has interests in other activities, besides the ones which motivated the trip. These activities, generally, are projected in attraction and/or places that are recognized by humanity to have historical or cultural importance, natural and/or artificial resources."
1255,Touristic_service,"An #Operator provides #Services, such as accommodation and meals, to the tourist."
1259,Tourist_activities,"While visiting attractions or touristic places, the #Tourist may engage in leisure #Activitys, such as going out to eat, dance or buy souvenirs."
